,Ticker,Buy Date,Buy Price,Buy RSI,Buy Upper BB,Buy Lower BB,Buy vol,Buy Z Score,Sell Date,Sell Price,Sell RSI,Sell Upper BB,Sell Lower BB,Sell vol,Sell Z Score,Profit,Profit %,Duration,Trade Number,Ticker Cum Profit,Ticker Cum Profit %,Profitable
1,ACN,2022-08-29,295.0,21.123933859581058,317.98948159871367,289.5867879325363,7.100673416544335,-2.197321986948345,2022-10-26,278.0,76.04475886945043,276.6423091372914,240.8512638607554,8.947761319134008,1.7595323076402842,-17.0,-5.762711864406779,58,2,-23.0,-7.591259873918833,No
2,ACN,2022-12-19,263.1600036621094,15.842367165292288,305.6980074310376,261.07960487364994,11.154600639346897,-2.949259225099143,2023-02-03,288.2200012207031,65.3711074736004,286.986350276281,262.2265220381721,6.189957059527209,1.6502250806365928,25.05999755859375,9.522722757965203,46,3,2.05999755859375,0.6799120350836302,Yes
3,ACN,2023-04-26,271.8500061035156,27.18926771023571,285.26928228203434,268.4100603693328,4.214805478175375,-2.065504375657119,2023-05-22,289.3699951171875,85.73192963879765,288.8657330371739,256.6224902294277,8.060810701936555,1.849197978001533,17.519989013671875,6.444726363920175,26,4,19.579986572265625,6.462468104256939,Yes
4,ACN,2023-08-21,304.2200012207031,41.090531126674875,320.4323788847578,300.37150295117976,5.015218983394517,-1.2498930893313385,2023-12-22,350.0,82.74688199539895,349.8409605878419,326.8520203691894,5.747235054663119,2.577571609863047,45.779998779296875,15.04831983288461,123,5,65.3599853515625,21.572375398227788,Yes
0,ADBE,2022-05-10,385.7200012207031,43.63742969138334,441.98758684827203,379.22641766832953,15.690292294985621,-1.1202470386495762,2022-05-31,427.2200012207031,58.6912862890905,427.24789646830766,375.80110560688763,12.861697715355008,1.162794389956449,41.5,10.759099831137439,21,1,41.5,10.759099831137439,Yes
1,ADBE,2022-06-14,371.44000244140625,19.645711429536135,449.5898140994907,370.9721915157437,19.654405645936748,-2.007743006543493,2022-07-21,404.1199951171875,78.30008202931934,403.4904084962097,357.6765928465638,11.453453912411486,2.473184351842264,32.67999267578125,8.798188795224455,37,2,74.17999267578125,19.23156498004276,Yes
2,ADBE,2022-08-29,380.0899963378906,11.369116507666064,464.9751533660015,381.67484663399847,20.825076683000766,-2.3080342495742068,2022-10-25,319.1199951171875,85.46599314575109,317.9202521235329,269.48674555713114,12.108376641600458,2.484768238974525,-60.970001220703125,-16.040938148370078,57,3,13.209991455078125,3.424761851413448,No
3,ADBE,2023-02-22,346.69000244140625,25.52600960883214,394.1334105071024,347.3085938874289,11.70620415491837,-1.879430828764317,2023-03-22,375.0,61.21299264534937,371.9842166174815,310.16878020869035,15.453859102197768,1.3351676694824932,28.30999755859375,8.16579577121737,28,4,41.519989013671875,10.764282091224707,Yes
4,ADBE,2023-04-27,365.94000244140625,44.99820577892713,388.54742743792417,365.99956963238833,5.63696445138396,-1.0384108606512066,2023-05-26,396.7200012207031,87.45892679161784,399.4719866960727,318.0100109845914,20.365493927870304,2.781617573761907,30.779998779296875,8.411214563574617,29,5,72.29998779296875,18.74416352902576,Yes
0,AMD,2022-04-12,98.77999877929688,15.78350078422119,127.17601491992082,95.20098474438583,7.993757543883748,-2.0126331415120293,2022-05-18,100.0,55.3777603105356,100.82280443341457,81.34619504778661,4.869152346406993,1.0670233069478934,1.220001220703125,1.2350690785378131,36,1,1.220001220703125,1.2350690785378131,Yes
1,AMD,2022-06-14,87.41000366210938,19.965128036873395,110.76840755779534,85.95259311359138,6.203953611050988,-1.8327832838191702,2022-07-21,89.5999984741211,85.12213312520947,90.55235840538887,70.66264022132012,4.9724295460171914,2.108123790900644,2.1899948120117188,2.505428120650041,37,2,3.4099960327148438,3.452111839294271,Yes
2,AMD,2022-08-31,86.27999877929688,23.56923261760322,106.81863203503517,85.42336854479882,5.348815872559088,-2.1034557575735042,2022-11-09,62.279998779296875,44.0953087632271,63.69298288047852,55.566016371840824,2.0317416271594233,0.14298006149127707,-24.0,-27.816412076443918,70,3,-20.590003967285156,-20.844304739554804,No
3,AMD,2022-12-12,68.54000091552734,43.68478064268551,78.56612566307614,68.40887433692386,2.5393128315380675,-1.1095528664532905,2023-01-13,69.83999633789062,76.57390665980063,70.73653265205583,60.68246721061506,2.513516360360192,2.1048202240093703,1.2999954223632812,1.8966959512671595,32,4,-19.290008544921875,-19.52825347570751,Yes
4,AMD,2023-04-26,86.51000213623047,31.201774539093577,99.89180142589959,84.16419909289925,3.9319005832500813,-1.5483600587278517,2023-05-11,98.16000366210938,72.18442203383975,97.8087576620095,81.78024380283426,4.0071284647938095,1.8231254140925388,11.650001525878906,13.466652685470082,15,5,-7.640007019042969,-7.7343663833332865,Yes
5,AMD,2023-06-27,108.56999969482422,35.52176582670856,131.62309391480304,106.55590693968914,6.266796743778476,-1.3881894360518887,2023-12-08,129.5399932861328,74.51527719248696,127.59145638707528,114.54254324671379,3.2622282850903708,2.4072497893363187,20.969993591308594,19.314721976837475,164,6,13.329986572265625,13.49462111459292,Yes
0,AES,2022-04-22,23.010000228881836,20.901944470155357,25.097501018403566,21.513667270781003,0.8959584369056408,-2.444742776383526,2022-05-31,22.260000228881836,66.11130242174247,21.286377636910352,18.16936329173955,0.7792535862926999,1.4385007877455525,-0.75,-3.2594523795728185,39,1,-0.75,-3.2594523795728185,No
1,AES,2022-06-14,19.3799991607666,14.533782285987343,22.1988155742916,18.182069359180076,1.0041865537778807,-2.2928523654649924,2022-07-29,22.100000381469727,82.38318241810379,21.136052088107167,18.256187863980234,0.7199660560317326,2.0460660262653616,2.720001220703125,14.035094625853079,45,2,1.970001220703125,8.561500222109544,Yes
2,AES,2022-09-26,24.139999389648438,14.442493618618187,26.97858785995171,22.622365432894973,1.0890556067641837,-2.6869602474332237,2022-10-31,26.25,73.96330103426949,25.27431150978168,22.035099920577206,0.809802897301118,1.750928592620845,2.1100006103515625,8.740682119720184,35,3,4.0800018310546875,17.731428902523543,Yes
3,AES,2023-01-05,26.989999771118164,15.871610938026762,28.64842822092788,25.768538598835303,0.7199724055231447,-3.352646971444972,2023-04-11,24.93000030517578,85.23199778296623,24.289003835468414,20.748652757854337,0.8850877694035189,2.181593384883736,-2.059999465942383,-7.632454551358596,96,4,2.0200023651123047,8.778802020944031,No
4,AES,2023-05-17,20.899999618530273,25.29844877399134,23.768549126649095,20.241920882201004,0.8816570611120227,-1.8781985236078464,2023-06-16,21.549999237060547,68.86861335638936,20.850160907116084,18.838273121509403,0.5029719464016698,1.757369591964574,0.6499996185302734,3.1100460784409463,30,5,2.670001983642578,11.60365909206393,Yes
5,AES,2023-08-07,19.799999237060547,21.21406348643599,22.12835171269288,19.547742914687493,0.6451521995013458,-2.4108879913939223,2023-11-06,16.6299991607666,76.71182209578922,16.26621702590705,11.989244285433283,1.0692431851184416,1.9132141617011476,-3.1700000762939453,-16.01010201232995,91,6,-0.4999980926513672,-2.1729599638324926,No
0,AFL,2022-04-25,62.70000076293945,24.21621987863051,63.60926047175853,59.97576913029225,0.9083728353665713,-2.6088035034592925,2022-05-27,59.310001373291016,78.67157711775245,57.34024746938696,52.211282987156004,1.2822411205577384,2.4678615940395345,-3.3899993896484375,-5.406697525356633,32,1,-3.3899993896484375,-5.406697525356633,No
1,AFL,2022-06-14,54.060001373291016,16.619213015837985,59.308089128538356,51.1915828074968,2.0291265802603906,-1.8410678621281602,2022-08-03,58.720001220703125,80.20791698887001,56.25737204239622,50.85278954817995,1.3511456235540686,2.251653846606153,4.659999847412109,8.620051293070143,50,2,1.2700004577636719,2.0255190467467115,Yes
2,AFL,2022-09-26,57.400001525878906,18.259300153240602,60.46387813407561,55.34485981148104,1.2797545806486434,-2.379447168810193,2022-10-31,64.62000274658203,87.39512141193906,62.42738396385158,54.118858177872056,2.077131446494883,2.204487263797265,7.220001220703125,12.578399004829247,35,3,8.490001678466797,13.540672368675702,Yes
3,AFL,2022-12-16,68.41999816894531,26.353948303469068,70.79148945557375,67.15392985594968,0.9093898999060192,-2.1509275609049014,2023-01-09,73.5,46.79197378150118,71.34069461511265,66.7231863052975,1.1543770774537867,0.29817949878939837,5.0800018310546875,7.424732486123356,24,4,13.570003509521484,21.642748555662546,Yes
4,AFL,2023-02-03,68.61000061035156,26.846586576122192,72.50997650592868,67.43759200603421,1.2680961249736167,-2.048613003303371,2023-04-28,69.43000030517578,82.73418978874886,67.45839962644862,61.541234162613875,1.4792913659586886,2.5189836267080135,0.8199996948242188,1.195160599809849,84,5,14.390003204345703,22.950563045050725,Yes
5,AFL,2024-02-02,76.91000366210938,19.802726294930693,87.51118099433432,77.40048129814613,2.527674924047051,-2.421082902137286,2024-03-07,82.3499984741211,74.53825894984084,82.38571082531034,76.8809845787424,1.3761815616419841,1.9304525562246315,5.439994812011719,7.073195362090194,34,6,19.829998016357422,31.626790709831194,Yes
0,A,2022-04-13,125.26000213623047,37.099214520724594,139.55904231300804,126.09505543479469,3.3659967195533396,-1.8111510086946252,2022-05-31,128.91000366210938,59.91925624439522,129.1241254332712,111.47656426399443,4.41189029231919,1.2940587643877688,3.6500015258789062,2.9139401753396363,48,1,3.6500015258789062,2.9139401753396363,Yes
1,A,2022-06-14,115.98999786376953,24.871600060598027,130.77927125772388,114.71816450277414,4.015276688737436,-2.0294348125916595,2022-07-22,127.41000366210938,63.56810911568007,124.80969907247521,113.00263842142127,2.951765162763483,1.6372728379252857,11.420005798339844,9.84568153174092,38,2,15.07000732421875,12.030981212844694,Yes
2,A,2023-02-17,147.25999450683594,25.92864642877298,157.79747266028437,147.3632634237,2.608552309146094,-2.0662214757434447,2023-07-20,123.51000213623047,77.86005068858145,122.56082184224418,114.80439956278512,1.9391055698647648,2.788349983388263,-23.74999237060547,-16.1279324029195,153,3,-8.679985046386719,-6.92957440392387,No
3,A,2023-08-17,122.0,22.73237132528466,130.22737353373773,120.70642926167241,2.3802360680163317,-2.127398560568892,2023-11-22,123.87000274658203,86.82145699168137,122.08655040698716,96.89707386059098,6.297369136599047,2.26901539431834,1.8700027465820312,1.5327891365426485,97,4,-6.8099822998046875,-5.436677457819517,Yes
0,APD,2022-04-27,236.4199981689453,32.33322080843945,246.08479090790627,228.41782292266015,4.416741996311533,-2.078725175074372,2022-05-31,247.66000366210938,64.61543834410358,237.77113749899098,216.892014051302,5.2197808619222466,1.5921310345391189,11.240005493164062,4.7542532696967434,34,1,11.240005493164062,4.7542532696967434,Yes
1,APD,2022-07-14,225.0,16.26479151734422,240.6768749334122,216.75527533514247,5.980399899567433,-2.4739851992962034,2022-08-01,247.0,79.36895360140126,239.47350192406446,212.3242596115801,6.787310578121099,1.823151775705125,22.0,9.777777777777779,18,2,33.24000549316406,14.059726651977558,Yes
2,APD,2022-09-01,250.50999450683594,21.855218519701793,265.59830181664637,241.71015002661534,5.972037947507765,-2.13174647096886,2022-10-26,252.75,75.13315811237564,244.8772936995067,218.43620575117689,6.610271987082454,1.9549703733868757,2.2400054931640625,0.8941780936021444,55,3,35.480010986328125,15.007195356195787,Yes
3,APD,2023-01-19,302.5899963378906,23.730687235365593,308.43391160268186,293.9551997254431,3.6196779693096968,-2.385912958415084,2023-02-01,319.1099853515625,63.863629658296645,313.4330399162227,292.2169783943242,5.304015380474619,1.4191846703623916,16.519989013671875,5.459529136324996,13,4,52.0,21.994755267209204,Yes
4,APD,2023-02-03,291.989990234375,19.964996546019066,317.6132155862707,285.31598058072143,8.074308751387315,-2.899663606722628,2023-03-06,292.7099914550781,70.08678003151067,287.49296983385165,268.4985096583359,4.748615043878934,1.6758689780261495,0.720001220703125,0.24658421342635523,31,5,52.720001220703125,22.29929854877569,Yes
5,APD,2023-03-24,265.42999267578125,26.162587337430537,291.21432940282654,260.23595746240784,7.744592985104664,-1.8850707665386288,2023-06-15,288.9800109863281,76.16162250867734,284.6129664564903,261.3187260483925,5.823560102024471,2.141543898997129,23.550018310546875,8.872402878491908,83,6,76.27001953125,32.2603925733675,Yes
6,APD,2023-08-04,285.7699890136719,23.527600494872786,307.7967954261996,280.91563133161293,6.720291023646679,-2.003684690276176,2023-08-31,296.4800109863281,81.52794208241829,291.26584062006043,276.81355696294736,3.6130709142782576,2.1515031990242397,10.71002197265625,3.7477770180212517,27,7,86.98004150390625,36.79047550019456,Yes
0,ABNB,2022-05-04,152.5500030517578,50.88934658762531,174.1420759311464,145.9599244960997,7.045537858761679,-0.5494268309165197,2022-07-21,106.9800033569336,75.52401196456266,107.49770559395867,87.0112955657093,5.121602507062345,2.1254087553268883,-45.56999969482422,-29.87217226037225,78,1,-45.56999969482422,-29.87217226037225,No
1,ABNB,2022-09-23,102.19999694824219,16.146927862608862,129.08575558855065,103.19424547956459,6.472877527246514,-2.2231226334014935,2023-01-13,97.5,86.19482731406741,97.71560106713831,79.14039945166051,4.643800403869447,2.5716011560772394,-4.6999969482421875,-4.5988229829619645,112,2,-50.269996643066406,-32.953127261499034,No
2,ABNB,2023-04-10,108.69000244140625,36.17563516398589,125.48100338397775,110.72599734844412,3.688751508883405,-1.4919687267727526,2023-05-09,126.5999984741211,76.98565138961413,125.89133494875709,109.98016468503197,3.977792565931284,2.2963112647356394,17.909996032714844,16.478052838732754,29,3,-32.36000061035156,-21.212717117660315,Yes
3,ABNB,2023-05-15,105.05999755859375,26.585840212520864,128.01911142979824,105.67788869227206,5.585305684381547,-1.9817180844174114,2023-06-13,124.61000061035156,80.29258768442061,124.73790443327329,99.83009636018375,6.226952018272389,2.0260315306959096,19.550003051757812,18.608417576684637,29,4,-12.80999755859375,-8.397245035942424,Yes
4,ABNB,2023-08-14,133.55999755859375,21.215552069464152,156.13216732839487,132.32833224435905,5.950958771008952,-1.8468022912129103,2023-09-06,140.77999877929688,78.91526701031125,141.69221484540066,120.26028607012671,5.357982193818486,2.014518418360932,7.220001220703125,5.405811135580215,23,5,-5.589996337890625,-3.664369863036992,Yes
5,ABNB,2023-10-23,116.4800033569336,37.97469270567289,139.15524551275388,116.08175476190435,5.76837268771238,-1.2531265122793838,2023-11-16,127.12000274658203,63.540114665217935,127.45910886739583,111.6248915293327,3.9585543345157794,1.7021361869867628,10.639999389648438,9.134614597360484,24,6,5.0500030517578125,3.310391970326232,Yes
0,AKAM,2022-04-27,115.2300033569336,25.86426027540935,123.04231966089006,115.01567975927597,2.006659975403522,-2.655658072199905,2022-11-11,92.91999816894531,79.84216726166699,92.73079814707263,80.33820209706799,3.0981490125011635,2.1998613767607544,-22.31000518798828,-19.361281383357564,198,1,-22.31000518798828,-19.361281383357564,No
1,AKAM,2022-12-16,85.08999633789062,19.90862355014376,95.81177810022703,85.65122086217531,2.5401393095129325,-2.264244367514794,2023-02-03,89.5199966430664,55.598319145519845,90.66191696618456,85.58908172155957,1.2682088111562462,0.9497666918781764,4.430000305175781,5.2062527862668375,49,2,-17.8800048828125,-15.516796287359153,Yes
2,AKAM,2023-02-16,78.02999877929688,17.213476752471152,93.64093033070115,80.1220701575801,3.3797150432802634,-2.903055560504775,2023-04-14,82.66999816894531,77.4795988351191,82.85705588862605,72.32894646122746,2.6320273568496497,1.8833398003751136,4.6399993896484375,5.946430170750604,57,3,-13.240005493164062,-11.490067783953933,Yes
3,AKAM,2023-10-23,103.83999633789062,21.62693859666247,108.98812731209743,104.04987470206272,1.2345631525086764,-2.4615975650748467,2023-12-14,117.6500015258789,83.04311417448068,118.06102133897572,111.28198021742075,1.694760280388741,2.1587130021818015,13.810005187988281,13.29931209073925,52,4,0.5699996948242188,0.49466256896530836,Yes
0,ALB,2022-04-27,187.36000061035156,30.227781896475534,228.31292004957476,187.46630053147993,10.2116548795237,-1.7785510156765079,2022-05-06,235.5,84.57671815790702,232.87919135357214,176.49747490619347,14.095429111844663,2.452291938291386,48.13999938964844,25.693850999586687,9,1,48.13999938964844,25.693850999586687,Yes
1,ALB,2022-06-16,209.1999969482422,16.578445701472432,271.5798012008418,206.1713218460332,16.352119838702148,-2.3866045556249635,2022-07-28,237.08999633789062,79.4677763551603,234.81110728081723,181.9537730902765,13.214333547635183,1.908921015776005,27.889999389648438,13.331739864484154,42,2,76.02999877929688,40.579632008763056,Yes
2,ALB,2022-10-13,237.5,34.23992933737915,293.43171934217565,249.70963045030481,10.930522222967705,-1.6635106949135021,2022-11-09,304.510009765625,70.09633674192055,304.23342145956354,235.1189863773505,17.278608770553262,1.5852600000984651,67.010009765625,28.21474095394737,27,3,143.04000854492188,76.34500858184721,Yes
3,ALB,2022-12-16,238.72000122070312,28.91141329565076,290.2963194108296,235.95135057208051,13.586242209687267,-1.6456653731501172,2023-01-24,257.0,84.89542667356194,260.7643257624212,198.9711249822077,15.44830019505338,2.096075903179564,18.279998779296875,7.65750615190242,39,4,161.32000732421875,86.10162617351416,Yes
4,ALB,2023-02-22,243.0,31.510980783035166,295.5029685019949,245.22290430073937,12.57001605031389,-2.0714749612505026,2023-06-14,231.3000030517578,72.50498082800632,228.2655428756073,190.65336123816223,9.403045409361267,1.6808122462109865,-11.699996948242188,-4.814813558947402,112,5,149.62001037597656,79.85696514120855,No
5,ALB,2023-09-22,172.14999389648438,9.280148109688085,204.61350821481946,167.239316187036,9.343548006945868,-1.9475254934836288,2023-12-14,143.5,80.8810159673252,140.10504316153845,111.49114900765102,7.153473538471857,2.8086919168706097,-28.649993896484375,-16.642460012930307,83,6,120.97001647949219,64.56555085686131,No
6,ALB,2024-01-12,128.7899932861328,17.226463884309,157.26557398353611,126.55442265953032,7.6777878310014485,-2.0656985604285323,2024-02-28,130.66000366210938,77.31507301098948,128.6852749284269,106.6967235151766,5.497137853312579,2.6139054031787143,1.8700103759765625,1.4519842173001432,47,7,122.84002685546875,65.56363495692788,Yes
0,ARE,2022-04-27,190.17999267578125,21.955250825239332,195.040415536896,176.3622227077329,4.669548207290773,-2.297874588076166,2022-07-27,156.67999267578125,84.88510431073645,147.8339657051252,128.981460930617,4.713126193627052,2.248631712068958,-33.5,-17.61489183413251,91,1,-33.5,-17.61489183413251,No
1,ARE,2022-09-21,146.0399932861328,14.473047810332176,154.12717765883124,134.89059272691097,4.809146232980064,-2.398810180434563,2023-01-12,154.72000122070312,76.73243642956918,147.26227995768699,133.40362275227398,3.464664301353255,2.5740644900751724,8.680007934570312,5.943582808555579,113,2,-24.819992065429688,-13.050790315121526,Yes
2,ARE,2023-02-27,153.66000366210938,12.645254286462432,165.90308054462076,144.71618825420734,5.296723072603356,-1.930146737643996,2023-07-27,127.55000305175781,72.27674120641701,123.98052873817839,109.00882825645051,3.742925120431972,1.7386082841504615,-26.110000610351562,-16.99206038532066,150,3,-50.92999267578125,-26.779889913344707,No
3,ARE,2023-08-16,116.30000305175781,24.10062206298022,125.23084748662245,114.33394438349472,2.7242257757819317,-2.0734387619553765,2023-11-15,105.30999755859375,71.38779155211056,104.1768625973286,87.22309086336476,4.238442933490957,2.1166938951704486,-10.990005493164062,-9.449703529477212,91,4,-61.91999816894531,-32.558628958676266,No
0,ALGN,2022-04-22,380.57000732421875,19.8779410375696,465.3185928371654,377.1894119235768,22.032295228397146,-2.7543201662411243,2022-07-21,275.4700012207031,82.77507199086571,276.6764750678768,231.6665196220646,11.25248886145305,2.6721637550256157,-105.10000610351562,-27.616471104087253,90,1,-105.10000610351562,-27.616471104087253,No
1,ALGN,2022-08-23,255.6300048828125,21.654213588576056,304.2896459190881,256.4353586585486,11.96357181513487,-2.351513995652154,2022-12-30,208.10000610351562,70.9457968959662,213.3645111452619,183.50548854956233,7.464755648924891,1.6698462260941558,-47.529998779296875,-18.593278516379904,129,2,-152.6300048828125,-40.10563153832102,No
2,ALGN,2023-09-11,335.0,26.80590441656642,380.9868105384507,331.93918738635404,12.261905788024174,-1.7357013383194946,2023-12-14,245.0,89.22199972893864,239.80604675363725,197.48195068288618,10.58102401768777,3.62686921712482,-90.0,-26.865671641791046,94,3,-242.6300048828125,-63.75436850337732,No
0,ALLE,2022-04-07,106.11000061035156,35.07181105783411,116.59933435126655,104.13650625542292,3.1157070239609075,-1.4580738655978573,2022-04-29,118.20999908447266,52.65875201887986,115.56745362759213,100.71755308627505,3.7124751353292726,0.8976046379922199,12.099998474121094,11.403259263520047,22,1,12.099998474121094,11.403259263520047,Yes
1,ALLE,2022-06-14,103.05999755859375,17.754664257061677,113.60607145606396,100.54487458885792,3.265299216801507,-2.528620231086824,2022-07-22,103.98999786376953,74.3000450014248,101.6618451519046,92.45543390082977,2.301602812768704,1.8417327935181287,0.9300003051757812,0.90238727654446,38,2,13.029998779296875,12.279708514133901,Yes
2,ALLE,2022-08-29,96.91999816894531,22.337949286502294,108.079707177241,94.65947815601095,3.3550572553075138,-1.9692717356720335,2022-10-28,103.45999908447266,83.12980495177196,101.24270730836625,84.6726498998857,4.14251435212014,2.7841754008900406,6.540000915527344,6.747834336652786,60,3,19.56999969482422,18.443124665211876,Yes
3,ALLE,2022-12-16,104.5,24.041314598110205,115.06930735817427,103.75992771873003,2.827344909861061,-2.552280396185886,2023-01-12,114.33000183105469,70.66102275958242,112.59399333563576,99.52631763848532,3.2669189242876113,1.724529531772919,9.830001831054688,9.406700316798744,27,4,29.400001525878906,27.70709768802959,Yes
4,ALLE,2023-03-13,106.2300033569336,16.257146166168113,120.2091452458518,104.75042582958764,3.8646798540660425,-2.1205520787055696,2023-04-28,111.30000305175781,75.28775134996205,109.150002401293,95.83484867292574,3.3287884320918137,2.007842767182245,5.069999694824219,4.772662651425306,46,5,34.470001220703125,32.485157876194,Yes
5,ALLE,2023-10-19,99.1500015258789,23.899372356421154,106.6858265317139,99.61928287380368,1.7666359144775536,-2.811320963739043,2023-11-15,106.37999725341797,83.40130754159463,105.89769080466168,93.58341271096332,3.0785695234245907,2.1193758810539247,7.2299957275390625,7.291977424379543,27,6,41.69999694824219,39.298837723476694,Yes
0,LNT,2022-04-28,60.380001068115234,38.661636999778196,61.587341857562,56.951523041119636,1.1589547041105912,-1.3793256697961507,2022-05-25,61.18000030517578,74.53373502426501,57.6169228416918,53.543822016096286,1.0182752063988807,2.0714683255330946,0.7999992370605469,1.3249407467847845,27,1,0.7999992370605469,1.3249407467847845,Yes
