Ticker,Buy Date,Buy Price,Buy RSI,Buy Upper BB,Buy Lower BB,Buy vol,Buy Z Score,Sell Date,Sell Price,Sell RSI,Sell Upper BB,Sell Lower BB,Sell vol,Sell Z Score,Profit,Profit %,Duration,Trade Number,Ticker Cum Profit,Ticker Cum Profit %,Profitable
AAPL,2022-03-14,151.4499969482422,23.836901381695398,172.7504104250584,150.57670139134788,5.543427258427631,-2.299181070375098,2022-03-25,173.8800048828125,80.58416251027708,173.56664336238964,148.7816552826299,6.1962470199399355,1.867541114160517,22.430007934570312,14.810173909898284,11,1,22.430007934570312,14.810173909898284,Yes
ABBV,2023-10-30,140.6699981689453,36.86507235004965,149.56835034585524,140.0526793172307,2.3789177571561355,-1.7921384216524516,2023-12-04,143.41000366210938,83.00767527429532,142.3917509569431,134.23526320321315,2.0391219384324875,2.1932280935206294,2.7400054931640625,1.9478250720336994,35,4,-2.5999908447265625,-1.7729225727495184,Yes
ABBV,2023-03-10,147.83999633789062,40.04038048402481,150.74300014481332,142.06171634688587,2.170320949481859,-1.1576119072983613,2023-07-21,142.1999969482422,85.29267273728144,138.73726006151534,126.03193854688308,3.1763303786580654,2.702503474435154,-5.6399993896484375,-3.8149347465878796,133,3,-5.339996337890625,-3.6413205319735376,No
ABBV,2023-01-12,155.0,19.795528823212067,159.2891235065935,148.87129824633615,2.604456315064342,-2.9863477263323035,2023-02-14,153.9199981689453,70.6262228203722,147.18333351694537,137.02987601674602,2.5383643750498392,1.7930503978949808,-1.0800018310546875,-0.6967753748739919,33,2,0.3000030517578125,0.20457079048334312,No
ABBV,2022-05-02,146.64999389648438,24.86584415374763,162.24856037040593,136.3654899225628,6.470767611960783,-1.736027729704228,2022-10-25,148.02999877929688,73.27133021021811,143.43501472243537,126.68435249558225,4.187665556713277,1.8100947980105453,1.3800048828125,0.9410193932818041,176,1,1.3800048828125,0.9410193932818041,Yes
ABNB,2023-10-23,116.4800033569336,37.97469270567289,139.15524551275485,116.08175476190337,5.768372687712866,-1.2531265122792783,2023-11-16,127.12000274658203,63.540114665217935,127.45910886739723,111.6248915293313,3.958554334516487,1.7021361869864586,10.639999389648438,9.134614597360484,24,6,25.970001220703125,19.729545132072044,Yes
ABNB,2023-08-14,133.55999755859375,21.215552069464152,156.1321673283958,132.3283322443581,5.9509587710094225,-1.8468022912127642,2023-09-06,140.77999877929688,78.91526701031125,141.6922148454017,120.26028607012566,5.3579821938190095,2.014518418360735,7.220001220703125,5.405811135580215,23,5,15.330001831054688,11.646282201920965,Yes
ABNB,2023-05-15,105.05999755859375,26.585840212520864,128.01911142979924,105.67788869227105,5.585305684382048,-1.9817180844172337,2023-06-13,124.61000061035156,80.29258768442061,124.7379044332742,99.83009636018284,6.226952018272838,2.026031530695763,19.550003051757812,18.608417576684637,29,4,8.110000610351562,6.161209685870429,Yes
ABNB,2023-04-10,108.69000244140625,36.17563516398589,125.48100338397927,110.7259973484426,3.688751508884164,-1.4919687267724455,2023-05-09,126.5999984741211,76.98565138961413,125.8913349487585,109.98016468503056,3.9777925659319884,2.2963112647352326,17.909996032714844,16.478052838732754,29,3,-11.44000244140625,-8.691029413537628,Yes
ABNB,2022-09-23,102.19999694824219,16.14692786319847,129.0857555885515,103.19424547956373,6.472877527246947,-2.223122633401345,2023-01-13,97.5,86.19482731406741,97.71560106713952,79.1403994516593,4.64380040387005,2.5716011560769054,-4.6999969482421875,-4.5988229829619645,112,2,-29.349998474121094,-22.297346642394185,No
ABNB,2022-03-08,131.6300048828125,39.441351025198195,190.29570626202823,131.8952925783038,14.600103420931106,-1.298997273551095,2022-07-21,106.9800033569336,75.52400814742313,107.49770559396026,87.01129556570771,5.1216025070631375,2.1254087553265597,-24.650001525878906,-18.726734491747756,135,1,-24.650001525878906,-18.726734491747756,No
ABT,2023-09-06,101.01000213623047,33.289726430219645,105.58595072582338,100.3665105168524,1.3048600522427456,-1.885969343362496,2023-11-16,97.72000122070312,84.12615984039994,98.36921498875553,91.2467624892718,1.7806131248709325,2.7911710919727204,-3.2900009155273438,-3.2571040945927074,71,5,-3.6700057983398438,-3.2334852848809192,No
ABT,2023-05-24,105.6500015258789,11.957114989835574,111.75260306423961,104.18864449435414,1.8909896424713677,-2.9044574152094094,2023-06-23,108.19999694824219,76.8611849372275,106.64441473722916,97.56658990144273,2.2694562089466084,1.9047013978650913,2.5499954223632812,2.413625542389284,30,4,-0.3800048828125,-0.3348060641519824,Yes
ABT,2023-02-10,108.26000213623047,29.297307673273465,112.2835547267993,105.98088008765383,1.575668659786365,-1.9836094029168303,2023-04-04,101.9000015258789,77.88324578436008,99.80715990205037,93.45318097929727,1.5884947306882735,2.595694809947295,-6.3600006103515625,-5.874746429755625,53,3,-2.9300003051757812,-2.5814980662341687,No
ABT,2022-08-24,105.9000015258789,18.512232792709085,109.62080387027197,102.90170818417138,1.6797739215251466,-2.303471373370673,2022-12-14,111.37000274658203,75.44183614661019,108.61402987093116,98.86792508512353,2.4365261964519056,1.9751530740934682,5.470001220703125,5.165251314341496,112,2,3.4300003051757812,3.022026700595402,Yes
ABT,2022-05-02,113.5,27.092443547585773,120.40556122533245,109.414312584482,2.7478121602126078,-2.1204037936437903,2022-08-16,111.45999908447266,71.96413342691216,108.83063318444431,104.29686773108304,1.1334413633403144,1.965423607591788,-2.0400009155273438,-1.7973576348258535,106,1,-2.0400009155273438,-1.7973576348258535,No
ACGL,2023-12-07,80.0199966430664,18.282470401052535,88.5165517298492,79.29344582874455,2.3057764752761596,-2.413504735206277,2024-01-22,81.01000213623047,78.3659120572949,81.10925904554811,72.1747413511804,2.233629423591926,1.7138030963896478,0.9900054931640625,1.237197618965215,46,6,33.49000930786133,75.02242331039844,Yes
ACGL,2023-03-16,62.099998474121094,44.67686210017383,73.09828463878127,63.864714705090805,2.308392483422617,-1.044666361734259,2023-04-19,71.93000030517578,81.53279699962076,72.55611758176886,64.66788296754754,1.972058653555326,1.7839210676707549,9.830001831054688,15.829310905943322,34,5,32.500003814697266,72.8046690391167,Yes
ACGL,2023-02-03,61.369998931884766,22.735416157356283,65.37744751758396,61.48255194835842,0.9737238923063865,-2.2285592749481253,2023-02-15,66.25,85.36195472767544,67.07100712130953,60.85799258877348,1.553253633134014,2.5852207368026385,4.880001068115234,7.95176984365211,12,4,22.670001983642578,50.78405531721293,Yes
ACGL,2022-09-22,44.68000030517578,23.102747083483223,48.07162038674069,44.37638033042239,0.9238100140795762,-2.4831946162559753,2022-10-28,55.20000076293945,88.17229724851785,53.18734113928663,43.5006589675249,2.421670542940431,3.442251992563907,10.520000457763672,23.545211248678132,36,3,17.790000915527344,39.85215313343545,Yes
ACGL,2022-06-14,43.97999954223633,31.326714627219502,48.33056460370177,44.27443570147401,1.0140322255569403,-1.7282497255595703,2022-08-11,45.5,82.6430345426756,45.38960995654996,42.55639071483675,0.708304810428304,2.83352474385902,1.5200004577636719,3.4561174933709005,58,2,7.270000457763672,16.285843542035334,Yes
ACGL,2022-03-08,44.63999938964844,26.41532940801642,48.90193902658055,44.47806166006495,1.1059693416289003,-2.3689631799736217,2022-04-21,50.38999938964844,60.89740115366174,49.713890495514164,46.6141090009458,0.7749453736420892,1.4013894252520425,5.75,12.880824548876152,44,1,5.75,12.880824548876152,Yes
ACN,2023-08-21,304.2200012207031,41.09051730053122,320.43240129882577,300.37149579590084,5.015226375731239,-1.249892768261873,2023-12-22,350.0,82.74688199316367,349.8409605878282,326.8520203692031,5.747235054656279,2.5775716098661143,45.779998779296875,15.04831983288461,123,5,65.3599853515625,21.572375398227788,Yes
ACN,2023-04-26,271.8500061035156,27.18913194636498,285.2692937712891,268.41007024238274,4.214805882226584,-2.0655067118460364,2023-05-22,289.3699951171875,85.73191151617257,288.8657406804173,256.62249479321554,8.060811471800447,1.8491970442064207,17.519989013671875,6.444726363920175,26,4,19.579986572265625,6.462468104256939,Yes
ACN,2022-12-19,263.1600036621094,15.842358126497118,305.69801465312804,261.079605280954,11.154602343043518,-2.9492577486919824,2023-02-03,288.2200012207031,65.37109852167242,286.98633728178646,262.22651977387756,6.189954376977222,1.6502270283417075,25.05999755859375,9.522722757965203,46,3,2.05999755859375,0.6799120350836302,Yes
ACN,2022-08-29,295.0,21.124105049537462,317.9894755379307,289.5867939933193,7.100670386152837,-2.1973229247113313,2022-10-26,278.0,76.04489425090593,276.64229623976263,240.85128591355763,8.947752581551251,1.75953692488916,-17.0,-5.762711864406779,58,2,-23.0,-7.591259873918833,No
ACN,2022-04-27,302.9800109863281,26.684653262704728,342.4846491237589,292.63237968483486,12.463067359731,-1.8173211375824576,2022-07-28,296.9800109863281,81.5345934800803,291.8524182014206,255.24276612475123,9.152413019167353,2.510466021506577,-6.0,-1.980328662761435,92,1,-6.0,-1.980328662761435,No
ADBE,2023-04-27,365.94000244140625,44.99820577892713,388.54742743792485,365.99956963238765,5.6369644513843,-1.0384108606511442,2023-05-26,396.7200012207031,87.45892679161784,399.47198669607286,318.01001098459125,20.365493927870396,2.7816175737618947,30.779998779296875,8.411214563574617,29,5,44.660003662109375,10.804142937088132,Yes
ADBE,2023-02-22,346.69000244140625,25.52600960883214,394.1334105071027,347.3085938874286,11.706204154918533,-1.879430828764291,2023-03-22,375.0,61.21299264534937,371.9842166174817,310.1687802086901,15.45385910219789,1.3351676694824828,28.30999755859375,8.16579577121737,28,4,13.8800048828125,3.3578491810249993,Yes
ADBE,2022-08-29,380.0899963378906,11.369116511747364,464.97515336600173,381.67484663399824,20.825076683000866,-2.308034249574196,2022-10-25,319.1199951171875,85.46599314573058,317.92025212353326,269.4867455571308,12.108376641600616,2.4847682389744925,-60.970001220703125,-16.040938148370078,57,3,-14.42999267578125,-3.490902164491937,No
ADBE,2022-06-14,371.44000244140625,19.64572426931754,449.5898140994909,370.9721915157435,19.654405645936855,-2.007743006543482,2022-07-21,404.1199951171875,78.30007930261925,403.4904084962101,357.6765928465634,11.453453912411662,2.473184351842226,32.67999267578125,8.798188795224455,37,2,46.540008544921875,11.258953501592472,Yes
ADBE,2022-03-14,413.3599853515625,25.04178971411028,491.66501711269154,411.59898435215223,20.016508190134832,-2.004945135845472,2022-05-31,427.2200012207031,58.69048814645315,427.247896468308,375.8011056068873,12.86169771535517,1.1627943899564344,13.860015869140625,3.3530134411420316,78,1,13.860015869140625,3.3530134411420316,Yes
ADI,2023-08-10,187.0500030517578,27.06873775979419,198.78717984883883,181.12022371561432,4.416739033306123,-1.774576613599025,2023-11-15,179.02000427246094,81.44880477245349,177.19279377324497,152.0006052746066,6.298047124659591,2.3009677129340576,-8.029998779296875,-4.292969071524114,97,6,61.95997619628906,42.43252594396382,No
ADI,2023-05-25,166.50999450683594,23.841549753203623,189.8883574803075,169.511195437173,5.09429051078363,-2.0692078838717434,2023-07-14,197.3800048828125,50.67526170055552,194.62626773038414,180.02401608309242,3.650562911822932,0.5338227018694142,30.870010375976562,18.539433904497077,50,5,69.98997497558594,47.93177162561273,Yes
ADI,2023-04-26,181.22999572753906,19.911212249488415,194.03294586017205,177.33106170818735,4.1754710379961795,-2.0137567958670735,2023-05-19,192.25999450683594,68.38720150951102,187.0813552600431,172.47127535519127,3.65251997621296,1.9663965982992762,11.029998779296875,6.086188290750369,23,4,39.119964599609375,26.790825541009326,Yes
ADI,2022-08-29,156.82000732421875,21.957892248792916,178.82722107192816,151.86591094711483,6.7403275312033335,-2.1427336922920937,2022-11-11,159.39999389648438,79.54670704257776,154.43038098900473,128.6842445603117,6.436534107173259,2.792117085842745,2.579986572265625,1.645189677189347,74,3,28.0899658203125,19.23706683907433,Yes
ADI,2022-06-14,149.2100067138672,16.52725621613179,167.94235102035248,145.28563359878814,5.6641793553910915,-2.505943989472671,2022-07-15,153.83999633789062,79.84488981419426,150.0465832111135,136.112213480781,3.48359243258313,2.810865282491956,4.6299896240234375,3.10300208812546,31,2,25.509979248046875,17.470194837446666,Yes
ADI,2022-03-08,146.02000427246094,30.836733174635256,162.90191196402918,142.51584316292394,5.0965172002763115,-1.893170267055796,2022-05-31,166.89999389648438,78.04674687170564,163.54151067269834,144.78305750357117,4.689613292281796,1.8769941160998327,20.879989624023438,14.299403515331466,84,1,20.879989624023438,14.299403515331466,Yes
ADM,2023-08-23,80.55000305175781,28.09833666285708,86.06317683909947,79.44345615650599,1.6549301706483723,-1.7393803437068474,2023-12-15,76.44000244140625,62.19547744821475,75.323077614428,71.86494652497629,0.8645327723629266,1.6729551330153778,-4.1100006103515625,-5.102421421027955,114,4,-12.650001525878906,-14.828275568980603,No
ADM,2022-12-02,91.01000213623047,30.140340082165352,95.58779159731819,88.34679931454704,1.8102480706927866,-1.752233245691606,2023-07-05,76.45999908447266,83.33526621725086,75.21829149228262,69.76203916567636,1.3640630816515624,2.439906527340601,-14.550003051757812,-15.98725712584678,215,3,-8.540000915527344,-10.010551119359471,No
ADM,2022-09-26,81.19999694824219,23.370688073661086,88.52171738383895,78.86428649189348,2.4143577229863644,-2.115816764896932,2022-10-27,94.2699966430664,80.7382747583481,90.58198102443575,77.73631273777127,3.2114170716661206,2.052858549461087,13.069999694824219,16.096059342410058,31,2,6.010002136230469,7.044897794191822,Yes
ADM,2022-05-10,85.30999755859375,26.214390116693977,95.36400996950076,80.65148609373168,3.6781309689422694,-1.8601401842162193,2022-07-27,78.25,84.70868024714542,76.20941333206378,66.70491619674482,2.3761242838297405,2.4179404397944726,-7.05999755859375,-8.275697761853419,78,1,-7.05999755859375,-8.275697761853419,No
ADP,2023-09-18,246.16000366210938,40.333316899080515,252.1013569271242,242.1938487613524,2.4768770414429477,-1.1180269939654184,2023-12-12,235.0,80.15919877573374,232.86107694701465,224.35352113648142,2.126888952633306,3.156424505420732,-11.160003662109375,-4.533638079331569,85,5,-1.399993896484375,-0.6582940276193627,No
ADP,2023-05-12,210.75999450683594,44.28603462278628,215.9803695543037,204.99518281386037,2.7462966851108352,-0.9099217552297378,2023-06-14,221.5,52.06044896002209,216.5235370008419,204.173762193494,3.0874437018369703,0.6939201089706758,10.740005493164062,5.095846352764881,33,4,9.760009765625,4.589274392089681,Yes
ADP,2022-12-16,246.25,27.11731680799039,262.3807329837341,241.68848393521117,5.173062262130741,-2.2930622181613476,2023-05-02,220.74000549316406,49.74903956474495,215.77648946900257,206.2305097375404,2.3864949328655403,0.2935246742233712,-25.509994506835938,-10.35938863221764,137,3,-0.9799957275390625,-0.46080581933355386,No
ADP,2022-09-06,238.38999938964844,18.144465061638073,257.0133151192761,229.35464294957157,6.91466804242613,-1.99302868334796,2022-10-31,240.58999633789062,68.07171560213165,235.80607077033991,215.54350503532416,5.06564143375394,1.6115491147607846,2.1999969482421875,0.9228562246213579,55,2,24.529998779296875,11.534301495507709,Yes
ADP,2022-05-10,212.6699981689453,35.12244870399637,228.31229474488288,202.1397835021874,6.543127810673873,-1.779522271229862,2022-07-28,235.0,85.29947160061728,223.4872626355334,195.0645653673963,7.105674317034269,3.014177803894156,22.330001831054688,10.499836377162945,79,1,22.330001831054688,10.499836377162945,Yes
ADSK,2023-09-22,204.5500030517578,20.641751708819058,226.8374295004714,204.3635699502122,5.618464887564796,-2.057591650131257,2023-11-15,217.2100067138672,74.56343529893516,216.15449959125354,191.4084993711488,6.186500055026191,1.9928070830831346,12.660003662109375,6.189197493634836,54,5,57.55999755859375,29.367345693160075,Yes
ADSK,2023-08-07,202.52000427246094,34.813140811009546,220.4040940248877,201.7389067685693,4.666296814079606,-1.5754461126098374,2023-08-28,217.22999572753906,77.0971455685461,216.527288726584,195.74971017478316,5.194394637950209,2.108329776716518,14.709991455078125,7.26347577757701,21,4,44.899993896484375,22.908160151267538,Yes
ADSK,2023-02-27,195.0,27.496049736029832,237.9289800519752,199.58701878835683,9.585490315904593,-2.303273595483388,2023-05-19,204.0,60.016508164508146,202.06567386397884,187.3693267463727,3.67408677940154,1.6800090621370898,9.0,4.615384615384616,81,3,30.19000244140625,15.40306247010523,Yes
ADSK,2022-08-31,205.8300018310547,22.516700231842876,239.8213679970488,200.08163035500195,9.934934410511717,-1.8330763878614575,2022-10-26,213.3300018310547,77.21003637316781,214.45434096099416,182.16766068695506,8.071670068509775,2.0130898062857887,7.5,3.643783672584331,56,2,21.19000244140625,10.811225735411352,Yes
ADSK,2022-04-13,196.0,41.67364340999132,225.15393513348215,195.99706736895928,7.289216941130724,-1.2121323633819663,2022-05-31,209.69000244140625,67.64142869746775,209.24413269418625,175.38986999136063,8.463565675706402,1.823462976310923,13.69000244140625,6.984695123166454,48,1,13.69000244140625,6.984695123166454,Yes
AEE,2023-09-05,78.31999969482422,15.862245156440508,80.59173522729442,76.77295593481496,0.9546948231198641,-2.7593384902478486,2023-12-14,81.75,36.38934194472622,79.83079458468542,74.60692666775599,1.3059669792323596,-1.6837056511541948,3.4300003051757812,4.379469252478117,100,6,9.930007934570312,10.629424244488208,Yes
AEE,2023-05-16,85.25,16.735761663789376,90.28259231336408,83.4063061546535,1.7190715396776421,-3.0689733158032793,2023-07-14,84.94000244140625,74.43474929186065,84.25052297524424,78.93290063925771,1.3294055839966332,1.8923857737670324,-0.30999755859375,-0.36363349981671556,59,5,6.500007629394531,6.957833180043098,No
AEE,2023-01-06,86.79000091552734,49.25117685155295,88.41412032427246,83.66667496381348,1.186861340114743,-0.3675007944141094,2023-04-06,89.8499984741211,82.86910720808399,87.76006903519861,78.13401436934241,2.4065136664640474,2.085418398117867,3.05999755859375,3.52574896452881,90,4,6.810005187988281,7.289665298079682,Yes
AEE,2022-09-27,87.02999877929688,12.790127924441109,93.89046641177822,83.20753239803622,2.6707335034355024,-2.476433918353231,2022-11-11,85.41000366210938,59.568905040104724,81.66314446485715,73.31752875291629,2.0864039279852133,1.3044199637139686,-1.6199951171875,-1.861421509720706,45,3,3.7500076293945312,4.014137982119024,No
AEE,2022-06-10,89.02999877929688,20.802393027916963,92.14339868101678,85.78152273621956,1.5904689861993062,-2.261504326394582,2022-07-29,92.11000061035156,87.23478015764198,88.35349350154922,80.64916992008165,1.9260808953668924,2.37571763838479,3.0800018310546875,3.4595101351061843,49,2,5.370002746582031,5.74823683561913,Yes
AEE,2022-05-02,93.41999816894531,24.520916719974196,94.15209123946617,88.10929944656898,1.5106979482242973,-2.4375032014396782,2022-05-25,95.70999908447266,75.47765528654772,90.64041088980024,86.71532031137163,0.9812726446071535,2.1276659917551908,2.2900009155273438,2.4512962539198444,23,1,2.2900009155273438,2.4512962539198444,Yes
AEP,2023-08-04,82.26000213623047,18.167214700916006,86.43859444249657,79.21776465784524,1.8052074461628311,-2.344656219475336,2023-11-03,80.19000244140625,83.65848303560016,76.92100663587512,70.32093977525768,1.6500167151543548,2.608679960643989,-2.0699996948242188,-2.5164109422172154,91,5,-1.94000244140625,-2.083335893670233,No
AEP,2023-05-04,90.61000061035156,37.69868329443787,91.56345638126623,87.09385410457361,1.1174005691731557,-1.4873454047338133,2023-07-13,87.16000366210938,72.77920115398997,84.5602849888823,79.31790257215286,1.3105956041823628,1.9074429320866506,-3.4499969482421875,-3.807523369388488,70,4,0.12999725341796875,0.13960185737080028,No
AEP,2023-01-19,92.30000305175781,23.09516337867892,93.5494062215248,87.46261541543808,1.521697701521682,-2.276356910300368,2023-04-06,95.33000183105469,80.99817681660346,91.00618467846658,82.04253129443381,2.2409133460081905,1.9857802531652868,3.029998779296875,3.2827721333852873,77,3,3.5799942016601562,3.844495378079829,Yes
AEP,2022-09-27,95.87999725341797,13.936344214249715,100.67466943022438,89.03146078828146,2.9108021604857295,-2.563860349164,2022-11-11,91.2699966430664,59.737506190282595,86.50592382989717,78.82871209539579,1.919302933625345,1.4627096723001767,-4.6100006103515625,-4.808094224457462,45,2,0.5499954223632812,0.5906308055639193,No
AEP,2022-06-14,93.12000274658203,7.0696894097689835,99.66988263806859,87.39985918322047,3.06750586371203,-2.961849902501864,2022-08-01,98.27999877929688,82.53006871850678,92.07532441528724,85.39628660766198,1.6697594519063124,2.275739896286274,5.159996032714844,5.541232689562223,48,1,5.159996032714844,5.541232689562223,Yes
AES,2023-08-07,19.799999237060547,21.214042566644608,22.128351297865184,19.547743138780323,0.6451520397712147,-2.410888440472595,2023-11-06,16.6299991607666,76.71182850658187,16.26621699317887,11.98924403205917,1.0692432402799243,1.9132141967871004,-3.1700000762939453,-16.01010201232995,91,6,-0.4999980926513672,-2.1729599638324926,No
AES,2023-05-17,20.899999618530273,25.298407879741163,23.76855026876179,20.241920884497485,0.881657346066076,-1.878198565579147,2023-06-16,21.549999237060547,68.86860738013917,20.85016011152426,18.8382735356315,0.5029716439731908,1.7573710278575987,0.6499996185302734,3.1100460784409463,30,5,2.670001983642578,11.60365909206393,Yes
AES,2023-01-05,26.989999771118164,15.871603922668967,28.648429872192274,25.76853828271495,0.7199728973693307,-3.352648257512866,2023-04-11,24.93000030517578,85.23205740573364,24.289005615799894,20.74865212193204,0.8850883734669638,2.181593404456048,-2.059999465942383,-7.632454551358596,96,4,2.0200023651123047,8.778802020944031,No
AES,2022-09-26,24.139999389648438,14.442488627957488,26.978587838875878,22.622365453970804,1.089055596226268,-2.686960273432778,2022-10-31,26.25,73.96328042511875,25.274313813051695,22.035099333920964,0.8098036197826818,1.750928325924233,2.1100006103515625,8.740682119720184,35,3,4.0800018310546875,17.731428902523543,Yes
AES,2022-06-14,19.3799991607666,14.533864081061125,22.198816474827684,18.182069603053176,1.0041867179436275,-2.292852560445435,2022-07-29,22.100000381469727,82.38319045030198,21.136052240764187,18.256187711323214,0.7199661323602433,2.046068458567912,2.720001220703125,14.035094625853079,45,2,1.970001220703125,8.561500222109544,Yes
AES,2022-04-22,23.010000228881836,20.952682316045653,25.097499074400346,21.513669214784223,0.8959574649040309,-2.4447411709464295,2022-05-31,22.260000228881836,66.11114956802822,21.286379107825677,18.169362583763675,0.7792541310155011,1.43850174031635,-0.75,-3.2594523795728185,39,1,-0.75,-3.2594523795728185,No
AFL,2023-02-03,68.61000061035156,26.846693419343538,72.50997393553834,67.43759457642454,1.2680948397784486,-2.048609063119371,2023-04-28,69.43000030517578,82.73418533238213,67.45840177953927,61.54123467981132,1.4792917749319898,2.5189820277394137,0.8199996948242188,1.195160599809849,84,6,19.509998321533203,33.02301576991152,Yes
AFL,2022-12-16,68.41999816894531,26.35401411027422,70.79148760214952,67.15392865761612,0.9093897361333454,-2.1509262703518015,2023-01-09,73.5,46.79194879807633,71.34069341378061,66.72318598075064,1.154376858257492,0.2981736072166498,5.0800018310546875,7.424732486123356,24,5,18.689998626708984,31.63506778512795,Yes
