Ticker,Buy/Sell,Date,Price
CPB,Buy,2024-02-12,41.78
RCL,Buy,2024-02-12,116.64
TTWO,Buy,2024-02-12,154.83
CAG,Buy,2024-02-12,27.35
EXPE,Buy,2024-02-12,132.04
NCLH,Buy,2024-02-12,16.37
AMGN,Buy,2024-02-12,289.97
PYPL,Buy,2024-02-09,56.21
EG,Buy,2024-02-09,351.74
DUK,Buy,2024-02-09,92.26
