,Ticker,Buy/Sell,Date,Price
3,DHI,Sell,2024-03-01,149.5
5,BF-B,Sell,2024-03-01,59.94
3,WMB,Sell,2024-03-01,36.08
5,MNST,Sell,2024-03-01,58.8
3,HRL,Sell,2024-03-01,35.32
5,INVH,Sell,2024-03-01,33.9
7,FDX,Sell,2024-03-01,248.04
5,AMT,Sell,2024-03-01,198.9
3,BAC,Sell,2024-03-01,34.53
5,WY,Sell,2024-03-01,34.26
