Ticker,Buy Date,Buy Price,Buy P/E Ratio,Buy Fwd P/E Ratio,Buy P/B Ratio,Buy RSI,Buy Upper BB,Buy Bollinger %b,Buy Lower BB,Buy vol,Buy Z Score,Buy MACD,Buy VWAP,Buy OBV,Buy Stoch,Buy Awesome Oscillator,Buy Ultimate Oscillator,Buy TSI,Buy Acum/Dist,Sell Date,Sell Price,Sell P/E Ratio,Sell Fwd P/E Ratio,Sell P/B Ratio,Sell RSI,Sell Upper BB,Sell Bollinger %b,Sell Lower BB,Sell vol,Sell Z Score,Sell MACD,Sell VWAP,Sell OBV,Sell Stoch,Sell Awesome Oscillator,Sell Ultimate Oscillator,Sell TSI,Sell Acum/Dist,Profit,Profit %,Duration,Ticker Cum Profit,Ticker Cum Profit %,Profitable,Returns,Returns %,Cumulative Returns %
DAY,2022-09-23,55.0,0.0,0.0,0.0,17.877008519174936,64.48181275700578,-0.0307791621298275,54.95518724299423,2.3816563785028873,-2.069358134315778,-0.7930428758452621,59.53300127464389,-19839700,12.269372693726925,-5.353852941176484,35.427091720418765,-13.880313444284983,353192.4297186996,2022-10-26,62.22,0.0,0.0,0.0,72.55876722548614,64.16137742749979,0.9425579557561801,52.05062257250021,3.027688713749894,1.7254085521658218,0.8533878965136916,57.71151395317396,-19709600,89.33434190620274,1.1907352941176441,63.4226418201216,4.094105629999544,5335513.762057588,7.219999999999999,13.13,33,13.299999999999997,27.09,Yes,7.219999999999999,13.127272727272727,700.59
GOOG,2022-04-13,128.63,23.996546,17.767263,6.109133,30.229577230912625,147.0811104392862,0.07228541167441159,128.76788956071385,4.578305219643087,-1.6675384522736554,-1.4868883128265944,138.19565641590876,153940000,16.344993968636874,-2.994617647058817,31.622150959735553,-2.9025990375358712,-36893350.45240263,2022-10-26,96.76,23.996546,17.767263,6.109133,30.71527361144355,104.9043241182186,-0.03244539872686659,95.00767588178138,2.4741620591093008,-2.0758543204922306,0.3896461034657297,99.60950272526894,-227266200,2.3741690408357075,-0.6835294117647095,38.96583785334767,-9.439200977533712,-153708844.66472983,-31.86999999999999,-24.78,196,-31.86999999999999,-24.78,No,-31.86999999999999,-24.77649070978776,713.71
LUV,2022-09-19,34.67,44.44737,13.787754,1.9163781,38.78870955308746,39.1527647284666,0.10975873717885937,35.435235271533394,0.9293823642333009,-1.5214405334304804,-0.1552910355453725,36.92901626035242,13640500,28.03532008830028,-1.3319411764706004,44.80326705545874,-13.627124931497054,14010958.259944867,2022-10-26,34.6,44.44737,13.787754,1.9163781,71.42239223252521,34.6415434218789,0.9449071232572461,30.549456578121102,1.023021710939449,1.7345672931715777,0.4369371443469685,32.9988929193698,-16000000,79.48717948717947,0.07155882352940068,48.83290026939183,-4.316635499458164,-6738367.891196192,-0.07000000000000028,-0.2,37,-5.199999999999996,-12.26,No,-0.07000000000000028,-0.2019036631093172,688.94
TDY,2022-08-31,370.68,22.992424,19.070915,2.1809874,22.56195769783696,412.4551839447383,-0.06014955209437262,370.29781605526176,10.539341972369119,-2.183864994640284,-3.3627239336178136,389.88372618612027,734300,6.772908366533929,-11.527470588235303,37.55455690992334,-10.8076257796644,2617212.890146841,2022-10-27,380.82,22.992424,19.070915,2.1809874,81.08347033011805,374.87134581868156,1.1100040101759625,321.37365418131844,13.374422909340783,2.378233454677543,5.586441503554566,349.2276000619938,1363100,93.19647098744488,7.252205882352939,61.23041411137131,3.122438139754706,2861152.4716277868,10.139999999999986,2.74,57,-48.88000000000005,-10.7,Yes,10.139999999999986,2.7355131110391677,688.74
UHS,2022-04-25,132.92,16.74389,11.495973,1.8714491,35.72846101096553,157.692504497407,0.16786508261408722,134.70849550259302,5.746002248703488,-1.2949002937962422,-1.016277834898594,145.17576299858396,4132900,25.666412795125602,0.32241176470586197,37.03091205039986,1.1823624172059428,1428831.8891886468,2022-10-27,109.47,16.74389,11.495973,1.8714491,83.88778813043777,106.67866688964205,1.262272163851402,82.88433311035797,5.94858344482102,2.9718840063328544,2.263505751634195,97.26745439749006,-8688800,95.38363578478192,3.6583823529411887,68.0925597625116,11.248579651112221,6006192.852267051,-23.44999999999999,-17.64,185,-7.399999999999977,-5.3,No,-23.44999999999999,-17.642190791453498,691.47
MTD,2022-08-24,1289.51,0.0,0.0,0.0,33.44356844664159,1387.4782313291219,0.06452687353952748,1289.3457686708782,24.533115664560928,-1.6977868025204819,-11.971207114289328,1338.5002135231316,605400,17.84981091301998,40.606205882352924,47.883635600946484,15.604480538449431,838003.7336230316,2022-10-27,1258.34,0.0,0.0,0.0,70.89533338531025,1266.5772067949504,0.9429916880856549,1068.7437932050495,49.458353397475214,1.7270995520922565,16.515250864828563,1171.9396775932187,-314700,88.19960492898122,44.565294117647,53.5748786491477,6.506569431469482,478292.2407395675,-31.170000000000073,-2.42,64,-0.900000000000091,-0.07,No,-31.170000000000073,-2.4171972299555704,673.83
PM,2022-06-14,98.97,0.0,0.0,0.0,24.308293855505724,110.43484551636716,0.032822010859493184,98.43415448363284,3.0001727581835778,-1.8213951130295656,-1.012944686302114,105.12682528226537,75287700,8.291032148900198,-1.599147058823533,38.114979493263334,-3.5641147848947416,14589411.947371392,2022-10-27,89.52,0.0,0.0,0.0,72.03841159367143,89.59888224484223,1.0040216800550286,82.86211775515778,1.6841911224211112,1.9650382643285897,0.8245851701840985,86.84515806067552,90551700,88.21656050955423,-1.2524411764705832,53.50494516129314,-9.64591924437128,9545869.897376921,-9.450000000000003,-9.55,135,-9.450000000000003,-9.55,No,-9.450000000000003,-9.548347984237651,671.41
AMP,2022-09-26,256.07,17.36356,11.15691,8.720768,18.213104326245812,283.38227236323854,-0.06686592230023435,249.0147276367615,8.591886181619262,-2.210050226296336,-3.0784725581073333,271.3624086097774,-5659900,-14.222568902756114,-10.875617647058846,-18.336406965280094,-8.814990005381334,-240561590.38688332,2022-10-27,295.34,17.36356,11.15691,8.720768,79.7403220293163,286.4997109743413,1.1641514995047688,242.51628902565864,10.99585548717067,2.589339231787788,3.447995582585702,270.6408754182114,-4466300,82.07271207689097,9.723970588235375,25.576667043566346,9.886364456408632,-261508309.85134682,39.26999999999998,15.34,31,32.77999999999997,12.42,Yes,39.26999999999998,15.335650408091531,661.86
IEX,2022-08-29,204.24,30.492346,26.386312,5.112052,25.931480290265696,219.5905667409001,-0.007087802279738299,204.7144332590999,3.7190333704500516,-1.976992209432701,-1.9729744255539394,213.8442469808028,4214800,7.968127490039953,5.797676470588243,40.61794886175346,21.138490769907026,3523352.8442645734,2022-10-27,221.29,30.492346,26.386312,5.112052,69.57496842231376,217.4401266585211,1.0174332390408356,194.38287334147887,5.764313329260559,2.017326147239761,1.7982227825411146,206.54189583647783,3908700,81.69479090242109,5.893970588235334,56.9456961323674,9.605895436508511,3977751.08501721,17.049999999999983,8.35,59,37.03999999999999,21.43,Yes,17.049999999999983,8.348021934978448,677.2
MDLZ,2022-08-29,62.23,20.000002,19.002625,3.4459782,25.829113807063806,66.22006504907729,-0.06484384408571696,62.6599349509227,0.8900325245386489,-2.2021667140939294,-0.3438192680249818,64.44168097736326,32565800,15.265486725663656,0.19385294117647334,42.542809178923015,3.922720559540334,45112373.93816354,2022-10-27,60.0,20.000002,19.002625,3.4459782,76.19274278832907,60.25247954184398,1.023082413232271,54.40552045815603,1.4617397709219886,2.039350682864527,0.5535276818798858,57.7142527716215,100342100,93.35664335664343,0.6340588235294149,58.36547067771268,0.8100558707134135,33804110.22512227,-2.229999999999997,-3.58,59,0.8700000000000045,1.44,No,-2.229999999999997,-3.5834806363490226,685.55
ADM,2022-09-26,81.2,7.636996,9.354344,1.1644577,23.37799307712224,88.5238308157386,-0.04306221494119585,78.8631691842614,2.4151654078693046,-2.117246290187308,-0.8436951635600867,85.41741117934168,62423200,-13.810316139767014,-1.8848235294117615,-1.8214325112306926,-4.360051650043588,-1874290073.0326252,2022-10-27,94.27,7.636996,9.354344,1.1644577,80.76060115813632,90.58178016271937,1.0264228480448394,77.7342198372806,3.2118900813596882,2.052374095320667,0.8135380359962641,87.56278090582953,67380700,58.067030397505874,5.095941176470589,15.497075776100363,18.362002149721107,-2044267704.8469348,13.069999999999993,16.1,31,6.009999999999991,7.04,Yes,13.069999999999993,16.096059113300484,681.96
BG,2022-09-07,93.33,7.2608356,9.601842,1.1672702,34.85394015330223,100.29593680443621,0.06093681775371279,91.2480631955638,2.2619684022181046,-1.711783416692773,-0.8709008711389834,98.58148869102094,13536900,-7.209499575911738,0.5096176470588318,-7.020368222291684,5.458416960759958,-810771928.7070072,2022-10-27,99.23,7.2608356,9.601842,1.1672702,79.8698593142584,93.20636104964352,1.0723681488490489,77.76563895035649,3.8601805248217547,2.231501854540273,1.3776682595401861,89.90210394303762,15789100,54.526425954997315,5.246411764705883,16.925138122065906,11.633540295459385,-932049746.256335,5.900000000000006,6.32,50,-7.319999999999993,-6.73,Yes,5.900000000000006,6.321654344798035,698.06
FI,2022-08-31,102.73,30.008018,14.959042,2.9790707,21.419602642147836,112.15728594443098,-0.012401469234445538,101.183714055569,2.7433929722154935,-1.997708697042437,-1.2711539735339277,106.73978531531615,-6470200,4.970760233918044,-0.3980588235293965,36.92404496142252,4.599065292514433,29309826.328904957,2022-10-27,95.9,30.008018,14.959042,2.9790707,54.044176356263236,101.83662309059196,0.6781280378610858,92.56337690940805,2.318311545295978,0.6944709408305393,0.7093387440285719,97.25267661996541,-34364900,65.40540540540539,-0.36514705882352416,57.65029957072935,-3.3458827436877336,57330255.21597342,-6.829999999999998,-6.65,57,-6.319999999999993,-6.51,No,-6.829999999999998,-6.648496057626787,704.38
XRAY,2022-08-23,34.31,0.0,0.0,0.0,24.212171103490434,38.03087298923327,-0.07391344122094236,34.50912701076672,0.8804364946166379,-2.237526513320852,-0.25198710369280847,36.11973872421821,-55928000,10.999999999999943,-0.4933823529411683,42.32581908389097,-6.847356259095988,8234825.571194409,2022-10-27,30.87,0.0,0.0,0.0,66.39483332991225,30.87769523982388,0.9018179570253014,27.484304760176123,0.8483476199119396,1.5665747964707601,0.3894982679921486,29.184134958860124,-73934600,82.82051282051286,-0.2152647058823547,55.62698143858224,-6.733417485373515,-8450631.125342578,-3.4400000000000013,-10.03,65,-2.5400000000000027,-6.03,No,-3.4400000000000013,-10.026231419411253,697.73
FIS,2022-09-20,81.46,82.05882,13.160377,2.129771,15.504095221053404,98.38108091582704,-0.023189684387936678,81.89391908417296,4.121790457913521,-2.03976890282189,-0.8589090215704265,87.3526625620877,-101417700,9.043348281016495,-10.061794117647054,34.92543197203816,-35.825032406257556,-3040901.7359513477,2022-10-27,82.2,82.05882,13.160377,2.129771,82.79671808791626,82.28695797270998,1.0989897236626174,72.82604202729001,2.3652289863549893,2.335291860477392,1.2706886820862184,77.70421457784241,-98006400,95.71045576407502,-0.2230882352941279,64.84417219033719,-9.249159147939338,-7136928.447040347,0.7400000000000091,0.91,37,4.160000000000011,4.36,Yes,0.7400000000000091,0.9084213110729304,687.71
GPN,2022-09-23,114.47,34.643616,9.875663,1.4747305,13.420114647919746,137.80478331103657,-0.040535020672135526,115.63521668896342,5.542391655518285,-2.107393473063347,-1.8928823237144712,127.61288340016172,-6635900,12.797739200645958,-7.615235294117625,36.67302754073607,-14.34377524423693,19754212.29565415,2022-10-27,120.65,34.643616,9.875663,1.4747305,84.37181523204686,121.44023807937963,1.0399168421756502,105.06576192062037,4.093619039689815,2.104983369593898,1.7303530951167347,113.69522437860356,-1649800,89.67971530249109,0.4525588235294151,59.25883067255124,-1.358622884354425,19451833.559885576,6.180000000000007,5.4,34,-7.029999999999987,-5.35,Yes,6.180000000000007,5.3987944439591224,688.62
FICO,2022-08-31,456.19,0.0,0.0,0.0,19.955929551341058,511.4461679863923,-0.10002357427886151,454.25183201360767,14.298583993196162,-2.339322552213309,-6.784436347446944,479.59623224263413,2253400,7.5595443562305755,-0.5277058823529046,35.306534157275145,4.955318628588533,1740073.4315391225,2022-10-27,450.0,0.0,0.0,0.0,87.31641673247218,457.67705804691633,1.23479320722782,379.5369419530836,19.535029023458176,2.8647513107248614,7.694525770189871,418.33833206895093,2496800,98.44312768676654,1.239676470588165,70.12221339504552,1.1952362788885431,2681956.9890072197,-6.189999999999998,-1.36,57,1.0400000000000205,0.24,No,-6.189999999999998,-1.3568907691970447,694.01
ROP,2022-08-24,419.15,43.47567,27.763407,3.3941221,27.543828658564635,444.18934908521095,-0.017610301613689417,418.73465091478903,6.363674542605481,-2.01801646423327,-2.9078382117637602,429.6407758750631,566700,18.830101873151552,6.23758823529414,47.643339826951824,9.718935494244468,4323757.170949045,2022-10-27,392.75,43.47567,27.763407,3.3941221,83.23103435966158,392.2930947613652,1.2314450989677215,354.35990523863484,9.483297380682593,2.851697981662729,4.1784850117690215,376.4945678986457,1992900,95.43882403804581,3.957676470588183,53.665552950161334,-0.9139376298797559,2257982.1990085714,-26.399999999999977,-6.3,64,-28.620000000000005,-6.55,No,-26.399999999999977,-6.298461171418341,692.66
IDXX,2022-08-23,356.06,54.667,43.106133,30.667824,14.910123952332896,420.91844834600334,-0.04958593440436157,359.11455165399667,15.450974173001681,-2.142680430975592,-5.550184550700893,386.82602354680273,-6361800,7.041393004429533,-16.612088235294095,44.92780280830126,-7.747756080789711,2025212.0802946454,2022-10-27,360.06,54.667,43.106133,30.667824,69.34822154072396,360.1610464633818,0.9162917815558339,317.4969535366182,10.666023231690906,1.6230041529035402,3.634625317473324,338.9522438219174,-8240300,80.21346469622333,7.329205882352937,54.070128242358464,3.5146997485073093,244781.87021905274,4.0,1.12,65,-98.98000000000002,-19.77,Yes,4.0,1.1234061674998594,686.36
ROK,2022-08-29,235.01,27.09705,21.111195,9.045835,29.919659331272996,263.2208227586194,0.03187026191344007,236.76317724138065,6.614411379309688,-1.8251057135275919,-3.4897919981442636,249.99584812714937,-937000,12.564480471628586,4.493529411764683,36.3089604481456,13.57247934937808,150628.62744456102,2022-10-28,250.0,27.09705,21.111195,9.045835,80.80435030138904,250.08031692101565,1.225261611480578,216.24868307898436,8.457908460507827,2.827590309314373,3.099826166499926,234.83570355268196,537200,97.45454545454541,11.10041176470591,63.65140477435233,11.206794490244173,1782088.062450537,14.990000000000009,6.38,60,-20.649999999999977,-8.17,Yes,14.990000000000009,6.378451980766781,687.48
TXT,2022-09-26,59.15,20.089714,13.442166,2.5347173,20.595819604655503,66.95350942217325,-0.07630339976453976,58.85949057782674,2.0235047110866273,-2.2468442870876797,-0.5642539510238467,62.83075853436266,-17668700,0.22598870056492693,-3.426705882352934,39.33026868261643,-16.02299577193469,5182711.210244588,2022-10-28,65.97,20.089714,13.442166,2.5347173,84.58397994858889,66.749163059874,1.2315641963601425,58.53083694012601,2.054581529936995,2.852162308779102,0.7494664788293021,63.09896872495311,-10733200,97.58551307847087,2.933735294117646,60.56513709665327,11.891411169591887,5214904.854150679,6.82,11.53,32,9.360000000000007,13.7,Yes,6.82,11.530008453085378,693.86
EG,2022-09-22,261.42,6.308907,5.528907,1.248118,17.721079560095518,291.41504359513067,-0.09827818621267743,260.10295640486925,7.828021797565342,-2.3325177768001155,-2.5266849227856776,276.7512822938711,1855400,7.9741379310344955,-0.7489705882352382,37.90530992047286,-2.976636903855803,1030621.6152054132,2022-10-28,303.71,6.308907,5.528907,1.248118,86.31914622504588,304.89824433499564,1.3249890020873183,249.8447556650043,13.763372167497835,3.216399256029707,4.485035267772288,283.81284924698474,3655800,99.78484708775167,18.505088235294068,69.4563004121303,20.15209965756148,3007903.5398523295,42.289999999999964,16.18,36,50.14999999999998,18.01,Yes,42.289999999999964,16.177033126769167,705.39
WMB,2022-09-09,32.41,13.671641,17.700483,3.6055894,36.69580445962631,36.187672966565,0.1146679566904929,32.284327033435005,0.9758364832825009,-1.5023008722411126,-0.333247762273177,33.991084326087744,39374700,28.266033254156877,-0.733558823529421,44.959349122980946,-3.6801628336382985,121127268.58243686,2022-10-28,32.84,13.671641,17.700483,3.6055894,77.8897279881664,32.745298801943065,0.9946631999910885,28.529701198056934,1.0538994009715337,1.9285521921032966,0.393362164612592,30.81200727127654,34157700,94.4020356234097,1.3024705882352912,59.704864339573135,7.3618388343759165,102965330.3927932,0.4300000000000068,1.33,49,0.5900000000000105,1.76,Yes,0.4300000000000068,1.3267510027769418,721.57
K,2022-08-31,68.16,24.066668,14.175393,5.80884,22.407296225004032,72.56817145277711,-0.08058637850426664,68.5638285472229,1.001085726388552,-2.263542412271396,-0.45672200709369193,70.63853072853203,64607278,11.920529801324324,0.1542058823529402,42.45214741658244,5.360303008065882,-20850851.799134634,2022-10-28,70.88,24.066668,14.175393,5.80884,79.58203551363285,71.30405696865274,1.1416695507920482,64.95794303134726,1.5865284843263707,2.5016884595584203,0.4523575853708247,68.9024059893591,77081519,96.71280276816587,2.0329411764705867,55.57233554639457,12.298589153600206,-10631067.207275389,2.719999999999999,3.99,58,2.719999999999999,3.99,Yes,2.719999999999999,3.990610328638496,722.89
ACGL,2022-09-22,44.68,7.771945,10.612221,1.9165553,23.102760675350922,48.071620375680865,-0.13692584544485129,44.37637962431913,0.9238101878404344,-2.4831940913778157,-0.28212981282053473,46.29067964462665,7045800,5.9850374064838325,-0.1955882352941245,40.8749002893152,-0.7468992277848333,12309661.798908286,2022-10-28,55.2,7.771945,10.612221,1.9165553,88.17229390548032,53.18734116950377,1.3829189647874953,43.500658830496235,2.421670584751883,3.4422518291661373,0.7136155646148327,50.966883501270175,30783500,97.49393694421987,3.703352941176476,73.79436110659117,24.09910506413005,32092728.84474817,10.520000000000003,23.55,36,12.040000000000006,27.38,Yes,10.520000000000003,23.54521038495972,726.89
AWK,2022-08-29,150.33,24.557142,21.222221,2.3917234,32.47815915820796,156.12512974296104,0.04099380993186115,146.61987025703897,2.376314871480513,-1.789535575035377,-0.9828209121664533,154.31877872158526,7493400,-24.80544747081695,-0.09620588235293326,-11.256898863330026,4.9895158659244006,-434206242.616393,2022-10-28,142.39,24.557142,21.222221,2.3917234,81.61045100023219,139.7807837131946,1.1022579728026027,118.98721628680543,5.198391856597291,2.3480338413714095,2.233936673294981,131.80720085368532,6638700,80.91143594153054,2.494176470588229,19.98109791461243,-0.11692840919709487,-530183932.1962522,-7.940000000000026,-5.28,60,0.2599999999999625,0.17,No,-7.940000000000026,-5.281713563493665,750.43
RJF,2022-09-26,101.39,14.889724,11.787699,2.3147805,21.941207088525317,110.83904982142415,-0.05079937575304322,101.09895017857586,2.4350249107120727,-2.14741129628563,-0.914441955319124,106.4678818983155,5516800,6.0724779627814955,-1.261705882352942,43.76878709506257,0.4424405047631385,15261681.214713406,2022-10-28,115.29,14.889724,11.787699,2.3147805,85.09737039376411,115.27261865619121,1.215647840707938,95.18738134380877,5.021309328095614,2.7901089306747506,1.6212850125745568,104.37055126661377,22459400,97.86476868327401,2.886529411764684,71.83520127043433,10.88866095595393,23339298.51550987,13.900000000000006,13.71,32,5.240000000000009,5.13,Yes,13.900000000000006,13.709438800670684,745.15
ALLE,2022-08-29,96.92,21.411764,17.333332,8.698307,22.33184949167874,108.07965107830347,-0.005218558513178561,94.65834892169653,3.3553255391517385,-1.9697045556035135,-1.0085325188622885,103.44168622574232,-3823300,-11.41762452107276,-1.531735294117638,-15.243663524325541,-5.180316426122307,-197517774.32439637,2022-10-28,103.46,21.411764,17.333332,8.698307,83.11477694524137,101.24120061079597,1.214155035871431,84.67179938920404,4.142350305397983,2.7842889059794014,1.574408307175808,94.87999167071563,-4944600,88.45360824742264,5.7083529411764715,39.07984837977428,12.890351579969241,-242562371.5878075,6.539999999999992,6.75,60,19.56999999999998,18.44,Yes,6.539999999999992,6.747833264548072,758.86
MKC,2022-08-30,85.77,27.734127,22.914755,3.7025855,13.40266708936899,93.78424494265927,-0.0646025595890716,85.20175505734072,2.1456224713296406,-2.2012260139469735,-0.8368234814936969,89.72154844857364,-12193000,3.516998827667024,-0.0236470588235278,37.128920364578,0.7900114590893015,17281032.61756403,2022-10-28,77.76,27.734127,22.914755,3.7025855,80.39937418776228,78.17571407381108,1.1642095591146602,71.22628592618894,1.7373570369055344,2.5895655898187266,0.8557416779962441,75.26849599467262,-17121600,96.09164420485185,0.753911764705876,55.88614419563415,-3.424610096755578,14980808.379833652,-8.009999999999991,-9.34,59,-18.969999999999985,-19.37,No,-8.009999999999991,-9.338929695697788,765.61
HD,2022-09-01,288.4,24.571428,22.557377,352.82053,32.357630607902735,331.4636899194093,0.13402892989084303,286.99831008059067,11.116344959704675,-1.426817902601447,-3.672166862206371,310.6198754187162,-24197600,14.375270211846042,-10.5,40.91674382988413,-7.394627938488957,9316174.830514336,2022-10-31,294.41,24.571428,22.557377,352.82053,68.35666015231547,299.44423275274875,0.8970653694517361,270.1117672472512,7.333116376374391,1.5480457989966663,2.365126868640677,283.5487533999466,-25514700,89.97134670487112,11.513411764705893,67.83149169919655,6.916908390133825,12097124.02717584,6.010000000000048,2.08,60,6.440000000000055,2.14,Yes,6.010000000000048,2.083911234396688,756.27
ICE,2022-09-21,95.52,32.689735,20.690332,3.0518482,13.47230894804521,107.89702857276254,-0.03118537598572955,93.85897142723746,3.5095142863812696,-2.070941847481174,-0.9676023311357813,99.42010632639143,-44996600,0.47214353163358963,-7.249029411764695,30.648422830407526,-22.695154948481292,-10791201.92467093,2022-10-31,96.6,32.689735,20.690332,3.0518482,60.860082188672294,96.81954588285322,0.8556894716222038,88.66945411714678,2.037522941426607,1.386732852206154,0.8416978708279862,92.87301590495724,-43758000,84.38256658595635,1.7487941176470514,57.95394892401732,-0.8145791676013061,-16448433.799131423,1.0799999999999983,1.13,40,-24.179999999999993,-19.38,Yes,1.0799999999999983,1.1306532663316566,758.35
AJG,2022-09-22,174.93,57.17421,22.226034,5.082152,18.471535955431293,189.22260029229483,-0.08510933652272377,171.17839970770513,4.511050146147433,-2.281176148925847,-1.7106219281597246,181.6624462039805,3358800,-6.110201854882726,-6.460558823529425,-8.334157067170972,-8.393052216865508,-298258845.9054759,2022-10-31,188.13,57.17421,22.226034,5.082152,70.59474845801017,183.4275303704978,1.0617896919505332,166.55646962950223,4.217765185248887,2.190259436990171,1.3928807255619162,176.49605481862628,11482900,72.64916467780424,3.754470588235307,32.830784159832994,6.42913898743806,-333849793.8329363,13.199999999999989,7.55,39,15.180000000000007,8.84,Yes,13.199999999999989,7.545875493054358,759.48
STZ,2022-09-14,241.02,30.392113,19.52161,5.05626,30.70546380774711,258.6988576801904,0.05574392578892093,239.65414231980958,4.761178840095196,-1.7320290367070283,-1.1961750452318451,247.4570875947958,8585000,8.809648662821225,-2.1182058823529246,43.001538615498035,-4.198843418982493,4681197.474094022,2022-10-31,247.25,30.392113,19.52161,5.05626,83.92432220265967,247.25968380988377,1.0076051304853528,213.01931619011623,8.560091904941888,1.9790091260842622,3.1329044813069284,230.89816085574319,2703300,93.81676918096473,8.023558823529413,67.47141630715471,7.266660436002814,4663201.770493244,6.22999999999999,2.58,47,24.97,10.62,Yes,6.22999999999999,2.584847730478794,767.03
MDT,2022-08-24,89.47,27.142857,15.688074,2.1950092,14.68412513086571,96.64474020510708,-0.19801935710412738,90.40525979489293,1.559870102553542,-2.7213804489558746,-0.5380900983684518,93.395669253801,-36477000,11.97771587743733,0.8710588235294097,45.106926065135454,1.9159145401937645,51551231.73402416,2022-10-31,86.65,27.142857,15.688074,2.1950092,77.91198761988157,87.31424012206956,1.016709757532304,80.21075987793044,1.775870061034778,2.0145054970493925,0.7286914835760234,83.8085888959533,-19595200,95.87378640776696,1.2935294117646947,64.84812484870079,1.7639101495444485,55425384.18439936,-2.819999999999993,-3.15,68,-14.530000000000001,-13.82,No,-2.819999999999993,-3.1518944897731007,769.61
MSI,2022-09-16,237.3,34.007042,24.406498,77.60101,31.07685209993207,255.73442892117885,0.06405473315488361,237.85757107882114,4.469214460589429,-1.6996275446128835,-1.7707224335405165,244.6094759221194,6218700,20.57048820625341,-3.3867352941176705,48.55365138151597,1.738802476055323,9121967.835775549,2022-10-31,248.87,34.007042,24.406498,77.60101,81.4104441391786,250.97145237932602,0.9802546248359199,211.43454762067392,9.884226189663028,1.8723772245676393,3.444061157532028,231.7007197474358,4688600,94.4771158271542,11.462823529411764,73.2706918726703,10.543458556980315,9559055.375928724,11.569999999999993,4.88,45,18.849999999999994,8.41,Yes,11.569999999999993,4.875684787189209,766.46
OKE,2022-09-26,52.44,14.104014,13.826476,2.7339935,12.35109306185457,67.09018492633516,-0.21828486141848794,53.332815073664854,3.4393424631675735,-2.800389930094243,-1.2001275990294897,59.21848755205225,11561100,0.5869405722670457,-5.211147058823528,31.02190455138222,-20.76450099914573,29560429.90487434,2022-10-31,58.56,14.104014,13.826476,2.7339935,73.74324490646944,59.910713777664256,0.9348527474046772,52.154286222335756,1.9391068888321232,1.695368119691419,0.7417790385692589,56.41040527756442,17841700,93.83561643835613,2.3124705882352927,68.94116858133354,6.42319435933402,34094542.72580517,6.1200000000000045,11.67,35,-2.489999999999995,-3.74,Yes,6.1200000000000045,11.670480549199095,771.34
APH,2022-08-30,75.03,35.33119,29.940054,7.8846154,24.723389255048687,79.8074843623424,-0.05416638150582414,73.2915156376576,1.6289921811712,-2.160538301337684,-0.9040103655746046,77.6962342347299,23346600,-11.951588502269145,1.4895882352941214,-10.493402975520317,15.712470519185965,-618299664.0549566,2022-10-31,75.94,35.33119,29.940054,7.8846154,76.18683087945847,75.2676277564991,0.9732901368506999,64.99137224350089,2.569063878249552,1.8452246517241062,0.8723131845781367,71.10337829040996,30492500,83.20413436692516,3.302735294117653,35.700494894379304,11.42076702220475,-730248661.3956252,0.9099999999999966,1.21,62,-3.8299999999999983,-5.3,Yes,0.9099999999999966,1.2128481940557065,783.01
MSCI,2022-08-29,451.77,0.0,0.0,0.0,24.300958198347885,524.0555297901052,0.027853777961958634,453.17847020989484,17.7192648950526,-1.8407648507533187,-7.239408682203461,486.6547376177967,-2070600,6.4917127071823515,-2.0162941176470213,38.91920176644856,4.251534028012269,6258565.577569025,2022-10-31,472.08,0.0,0.0,0.0,76.93283959366397,478.29363717450974,0.9243849446699515,369.05836282549035,27.30881858725486,1.6545571114924589,9.489336470917372,422.8444041851565,-2504400,89.70902866923406,27.698147058823565,68.33144637314754,7.285165183425171,7419021.701284131,20.310000000000002,4.5,63,-13.759999999999991,-2.88,Yes,20.310000000000002,4.495650441596388,784.22
AFL,2022-09-26,57.4,10.69023,12.018785,2.1883962,18.221509422708664,60.46076763280476,-0.11096714851723834,55.34823236719525,1.278133816402376,-2.381988459212749,-0.45148139666758613,59.2666363744276,23140300,-27.44783306581062,-2.0818529411764644,-12.507610250764913,-10.989187303843803,-2040905246.4054828,2022-10-31,64.62,10.69023,12.018785,2.1883962,87.40361514634236,62.425199670688045,1.0654717125773014,54.12080032931196,2.076099835344021,2.2046145961191526,0.6117776767955312,60.6070650278817,39892800,72.81767955801105,3.5927352941176522,19.273249801801683,22.958796618841227,-2234370794.0707645,7.220000000000006,12.58,35,8.490000000000002,13.54,Yes,7.220000000000006,12.578397212543566,788.72
AOS,2022-08-29,57.91,23.11924,19.702078,6.823708,17.088724161444475,63.53977309173206,-0.05201077752148023,56.38222690826794,1.7893865458660296,-2.1521342098479828,-0.7090965653720133,61.62828069685704,-16291000,-14.980793854033308,-0.13529411764706367,-22.38827236323269,1.9676684449297919,-412418084.23375815,2022-10-31,54.06,23.11924,19.702078,6.823708,79.82071741529055,53.0732012870454,1.087329264827591,46.0787987129546,1.7486006435226993,2.2898310227849463,0.7303077233641966,50.59391870032181,-31491500,81.39534883720928,2.0113235294117615,25.09434930071203,3.757767537048723,-532835789.23713857,-3.8499999999999943,-6.65,63,-6.490000000000002,-10.04,No,-3.8499999999999943,-6.648247280262466,801.29
